J	經典釋文卷二
C	鄭以日新絶句其徳連下句
E	厭_而
F	於豔反
E	夫能
C	音符（發）句皆然下非夫同
E	令_賢
F	力呈反
C	下同
E	險難_
F	乃旦反
C	下遇難同
E	多識
C	如字又音試劉音志
E	往行_
F	下孟反
E	利已_
F	夷止反
C	下及注已則能巳同或音紀姚同
E	輿
C	音餘下同本或作轝音同
E	說
F	吐活反
C	注及下同馬云解也
E	輹
C	音服又音福蜀才本同或作輻一云車旁作复音服車下縛也作畐者音福老子所云三十輻共一轂是也釋名云輹似人屐又曰伏菟在軸上似之又曰輹伏於軸上
E	馮_河
F	皮氷反
E	良馬逐
C	如字鄭本作逐逐云兩馬走也姚云逐逐疾並驅之貌一音胄
E	曰
C	音越劉云曰猶言也鄭
F	人實反
C	云日習車徒
E	閑
C	如字閡也馬鄭云習
E	險阨_
F	於革反
C	本亦作厄
E	童牛
C	無角牛也廣蒼作撞劉云童妾也
E	牿
F	古毒反
C	劉云牿之言角也陸云牿當作角九家作告說文同云牛觸角著横木所以告人
E	抑_銳
F	於力反
C	下同本又作挫
F	災卧反
E	强
F	其良反
E	爭
C	爭鬬之争
E	豶
F	符云反
C	劉云豕去勢曰豶
E	之牙_
C	徐
F	五加反
C	鄭讀為互
E	剛暴
C	一本作剛突
E	禁暴
C	音金
E	何天
C	音河梁武帝音賀
E	衢
F	其俱反
C	馬云四逹謂之衢
E	亨
F	許庚反
E	gua頤_
F	以之反
C	養也此篆文字也巽宫遊魂卦
E	舍爾
C	音捨注同
E	朶
F	多果反
C	動也鄭同京作椯
E	嚼
F	詳略反
E	令_物
F	力呈反
E	離_其
F	力智反
E	而闚_
F	苦規反
E	顛_頤
F	丁田反
E	拂
F	符弗反
C	違也薛同注下皆同一音
F	敷弗反
C	子夏傳作弗云輔弼也
E	此行_
F	下孟反
C	下立行同
E	悖_也
F	布内反
C	逆也
E	虎視
C	徐
F	市志反
C	又
F	市止反
E	眈眈_
F	丁南反
C	威而不猛也馬云虎下視貌一音
F	大南反
E	逐逐_
C	如字敦實也薛云速也子夏傳作攸攸志林云攸當為逐蘇林音迪荀作悠悠劉作跾云逺也説文跾音
F	式六反
E	施_賢
F	始䜴反
C	下文同又如字
E	而比_
F	毗志反
E	得頤
C	一本作得順
E	難_未
F	乃旦反
E	厲吉
C	厲嚴厲也馬王肅云危
E	gua大過_
C	徐
F	古臥反
C	罪過也超過也王肅音戈震宫遊魂卦
E	相過之過
C	並
F	古臥反
E	棟
C	徐
F	丁貢反
E	橈
F	乃敎反
C	曲折也下同
E	拯
C	拯救之拯
E	弱
C	本亦作溺並依字讀下救其弱拯弱皆同
E	而説
C	音悦注同
E	救難難_乃
C	並
F	乃旦反
C	上六注同
E	遯
C	本又作遁同
F	徒遜反
E	藉
F	在夜反
C	下同馬云在下曰藉（！）
E	唯慎_
F	辰震反
E	枯楊
C	如字鄭音姑謂無姑山榆榆_
CF	羊朱反
E	稊
F	徒稽反
C	楊之秀也鄭作荑荑木更生音夷謂山榆之實
E	老夫
C	如字下同
E	特吝
C	特或作持
E	能令_
F	力呈反
E	得少_
F	詩照反
C	下同
E	則稺_
F	直吏反
E	者長_
F	丁丈反
E	淹溺_
F	乃厯反
E	生華
F	如字徐音花
E	无譽
C	音預又音餘
E	滅頂_
C	徐
F	都令反
E	gua習
C	便習也重也劉云水流行不休故曰習
E	坎
C	徐
F	苦感反
C	本亦作埳京劉作欿險也陷也八純卦象水
E	險陷
C	陷没之陷
E	謂便_
F	婢面反
C	下同
E	重_險
F	直龍反
C	注下並同
E	陗
F	七妙反
E	洊
F	在薦反
C	徐在悶反舊又
F	才本反
C	爾雅云再也劉云仍也京作臻于作荐
E	徳行_
F	下孟反
C	注同
E	險難_
F	乃旦反
C	下險難同
E	則夫
C	音符
E	窞
F	徒坎反
C	説文云坎中更有坎王肅又作
F	徒感反
C	云窞坎底也字林云坎中小坎一曰旁入
E	處欿
C	亦作坎字
E	而復_
F	扶又反
C	下雖復同
E	險且
C	如字古文及鄭向本作檢鄭云木在手曰檢
E	枕
C	徐
F	針鴆反
C	王肅
F	針甚反
C	鄭（玄）云木在首曰枕陸云閑礙險害之貌九家作玷古文作沈沈
F	直林反
E	出則之坎
C	一本作出則亦坎誤
E	樽酒
C	音尊絶句
E	簋貳
C	音軌絶句
E	用缶_
F	方有反
C	絶句舊讀樽酒簋絶句貳用缶一句
E	自牖
C	音酉陸音誘
E	承比_
F	毗志反
C	下同
E	之食
C	音嗣飯也
E	象曰樽酒簋
C	一本更有貳字
E	祇
C	音支又
F	祈支反
C	鄭云當為坻小丘也京作禔説文同音支又
F	上支反
C	安也
E	盡_平
F	津忍反
E	徽
F	許韋反
E	纆
C	音墨劉云三股曰徽兩股曰纆皆索名
E	寘
F	之䜴反
C	置也注同劉作示言衆議於九棘之下也子夏傳作湜姚作寔寔置也張作置
E	叢
F	才公反
E	法峻_
F	荀潤反
E	gua離_
F	列池反
C	麗也麗著也八純卦象日象火
E	畜
F	許六反
C	注同
E	牝
F	頻忍反
C	徐又
F	扶允反
E	外強_
F	其良反
E	猶著_
F	直畧反
C	卦内同
E	草木麗
C	如字説文作䕻
E	乎土
C	王肅本作地
E	重_眀
F	直龍反
E	明兩作
C	鄭云作起也荀云用也
E	明照相繼
C	一本無明照二字
E	履錯_
C	鄭徐
F	七各反
C	馬
F	七路反
E	警
F	京領反
E	辟其
C	音避象同
E	日（昊）
C	王嗣宗本作仄音同
E	鼓
C	鄭本作擊
E	大耊_
F	田節反
C	馬云七十曰耊王肅又
F	他結反
C	云入十曰耊京作絰蜀才作咥
E	之嗟_
C	如字王肅又
F	遭哥仄（！）
C	荀作差下嗟若亦爾
E	凶
C	古文及鄭無凶字
E	突
F	徒忽反
C	王肅唐屑反舊又
F	湯骨仄（！）
C	字林同云暫出
E	逼近
C	附近之近
E	出
C	如字徐
F	尺遂反
C	王嗣宗
F	勑類反
E	涕
C	徐
F	他米反
C	又音弟
E	沱
F	徒河反
C	荀作池一本作沲
E	若
C	古文若皆如此
E	戚
F	千寂反
C	子夏傳作嘁嘁
F	子六反
C	咨慙也
E	不勝
C	音升
E	逆首
C	本又作逆道兩得
E	離_王公也
C	音麗鄭作麗王肅云麗王者之後為公梁武
F	力智反
C	王嗣宗同
E	折_首
C	徐
F	之舌反
C	注同
E	以去_
F	羗呂反
E	王用出征以正邦也
C	王肅本此下更有獲匪其醜大有功也
S	周易下經咸傳第四
E	gua咸
C	如字彖云感也兊宫三世卦
E	取
F	七具反
C	本亦作娶音同
E	相與
C	如字鄭云與猶親也
E	而説
C	音恱
E	男下_
F	遐嫁反
C	下注必下同
E	見_於
F	賢遍反
E	各亢_
F	口浪反
C	本或作有
E	拇
F	茂后反
C	馬鄭薛云足大指也子夏作（踇？）荀作母云隂位之尊
E	腓
F	房非反
C	鄭云膞腸也膞音
F	市臠反
C	王廙云腓腓腸也荀作肥云謂五也尊盛故稱肥
E	離_拇
F	力智反
E	動躁_
F	早報反
E	股
C	音古
E	憧憧_
F	昌容反
C	馬云行貌王肅云往來不絶貌廣雅云往來也劉云意未定也徐又音童又音鍾京作（憧）字林云（憧）遲也
F	丈冢反
E	脢
F	武杯反
C	又音每心之上口之下也鄭云背脊肉也説文同王肅又音灰廣雅云胂謂之脢胂音
F	以人反
E	輔
C	如字馬云上頷也虞作䩉云耳目之間
E	頰
F	兼叶反
C	孟作俠
E	滕
F	徒登反
C	逹也九家作乗虞作媵鄭云送也
E	口說_
C	如字注同徐音脫又
F	始銳反
E	gua恒
C	如字久也震宫三世卦
E	長陽長隂
C	並
F	丁丈反
C	大象注同
E	媲
F	普計反
C	配也
E	復_始
F	扶又反
E	見_於
F	賢遍反
E	浚
F	荀潤反
C	深也鄭作濬
E	令_物
F	力呈反
E	餘緼_
F	紆粉反
C	廣雅云積也
E	或承
C	或冇也一云常也鄭本作咸承
E	徳行_
F	下孟反
E	詰
F	去吉反
E	而分_
F	扶運反
E	振_恒
F	之刃反
C	馬云動也鄭云摇落也張作震
E	gua遯_
F	徒巽反
C	字又作（？）又作遁同隱退也匿迹避時奉身退隱之謂也鄭云逃去之名序卦云遯者退也乾宫二世卦
E	夫靜
C	音扶
E	非否_(?)
F	備鄙反
C	下同
E	亢
F	苦浪反
E	浸
F	子鴆反
C	注同
E	而長_
F	丁丈反
C	卦内同或如字
E	以逺_
F	袁万反
C	注並同
E	辟内
C	音避
E	難_可
F	乃旦反
E	何_災
C	音河禇
F	河可反
C	今不用
E	勝
F	升證反
C	又音升注同
E	説
C	王肅如字解説也師同徐
F	吐活反
C	又
F	始鋭反
E	遯巳
C	音以或音紀
E	係_遯
F	古詣反
C	本或作繫
E	近二
C	附近之近
E	憊
F	蒲拜反
C	鄭云困也廣雅云極也王肅作斃荀作備
E	好_遯
F	呼報反
C	注下同
E	小人否_
C	音鄙注下同惡也徐
F	方有反
C	鄭王肅
F	備鄙反
C	云塞也
E	能舍
C	音捨
E	肥遯
C	如字子夏傳云肥饒裕
E	能累_
F	劣偽反
E	繒
F	則能反
E	繳
F	章畧反
E	gua大壯_
F	荘亮反
C	威盛强猛之名鄭云氣力浸強之名王肅云壯盛也廣雅云健也馬云傷也郭璞云今淮南人呼壮為傷坤宫四世卦
E	而慎禮也
C	慎或作順義亦通
E	用罔
C	罔羅也馬王肅云无
E	羝羊
C	音低張云羖羊也廣雅云呉羊曰羝
E	觸
C	徐
F	處六反
E	藩
F	方袁反
C	徐甫言反下同馬云籬落也
E	羸
F	律悲反
C	又
F	力追反
C	下同馬云大索也徐
F	力皮反
C	王肅作縲音螺鄭虞作纍蜀才作累張作虆
E	雖復_
F	扶又反
E	藩決
C	音宂注下同
E	大輿
C	音餘
E	之輹
C	音福本又作輻
E	行_不
F	下孟反
E	能説_
F	吐活反
E	喪_羊
F	息浪反
C	注下同
E	于易_
F	以豉反
C	注下同鄭音亦謂狡易也陸作埸謂壃埸也
E	險難_
C	如字亦
F	乃旦反
E	則難_
F	乃旦反
E	剛長_
F	丁丈反
C	下剛長同
E	猶與
C	音預一本作預
E	其分_
F	扶問反
E	不詳
C	詳審也鄭王肅作祥善也
E	gua晉_
C	彖云進也孟作齊齊
F	子西反
C	義同乾宫遊魂卦
E	康
C	美之名也馬云安也鄭云尊也廣也陸云安也樂也
E	蕃
C	音煩多也鄭
F	（發）袁反
E	庶
C	如字衆也鄭
F	止奢反
C	謂蕃遮禽也
E	晝_日
F	竹又反
E	三
C	徐
F	息慙反
C	下及注同
E	接
C	如字鄭音捷勝也
E	上_行
F	時掌反
C	凡上行並同
E	以著_
F	直畧反
C	下著明同
E	三褫_
F	勑紙反
C	又
F	直紙反
E	摧_如
F	罪雷反
C	退也鄭讀如南山崔崔之崔
E	未著_
F	張慮反
E	自喪_
F	息浪反
E	愁
F	狀由反
C	鄭子小反云變色貌
E	介
C	音戒大也馬同
E	聞乎
C	聞亦作文又作交義並通
E	和_之
F	胡臥反
E	鼫
C	音石子夏傳作碩鼠鼫鼠五技鼠也本草螻蛄一名鼫鼠
E	失得
C	如字孟馬鄭虞王肅本作矢馬王云離為矢虞云矢古誓字
E	失夫
C	音符
E	gua眀夷
C	夷傷也坎宫遊魂卦
E	以蒙大難_
F	乃旦反
C	卦内同鄭云蒙猶遭也一云蒙冒也
E	文王以之
C	王肅云唯文王能用之鄭荀向作似之下亦然
E	莅
F	履二反
C	又
F	律祕反
E	蔽偽
C	本或作（獘？）偽
E	所辟
C	音避下同
E	最逺_
F	袁万反
C	下逺難同
E	逺遁_
F	徒遜反
E	匿_形
F	女力反
E	不遑
C	音皇
E	夷于
C	如字子夏作睇鄭陸同云旁視曰睇亦作眱
E	左股
C	音古焉王肅作般云旋也日隨天左旋也姚作右槃云自辰右旋入丑
E	用拯
C	拯救之拯注同説文云舉也鄭云承也子夏作抍字林云抍上舉音承
E	示行
C	示或作亦
E	近難
C	附近之近下最近同
E	疑憚_
F	但旦反
E	然後而免也
C	一本作然後乃獲免也
E	南狩_
F	手又反
C	本亦作守同
E	去_闇
F	羌吕反
E	逆忤_
F	五故反
E	箕子之眀夷
C	蜀才箕作其劉向云今易箕子作荄滋鄒湛云訓箕為荄詁子為滋漫衍無經不可致詁以譏荀爽
E	爲比_
F	毗志反
E	gua家人
C	説文家居也案人所居稱家爾雅室内謂之家是也巽宫二世卦
E	熾_也
F	尺志反
E	而行_
F	下孟反
C	注皆同
E	閑
C	馬云闌也防也鄭云習也
E	中饋_
F	巨愧反
C	食也
E	嗃嗃_
F	呼落反
C	又
F	呼學反
C	馬云悦樂自得貌鄭云苦熱之意荀作確確劉作熇熇
E	嘻嘻_
F	喜悲反
C	馬云笑聲鄭云驕佚喜笑之意張作嬉嬉陸作喜喜
E	之長_
F	丁丈反
E	以近
C	附近之近
E	王假
F	更白反
C	注同至也鄭云登也徐
F	古雅反
C	馬云大也
E	愛樂
C	音洛
E	以著_
F	張慮反
E	gua睽_
F	苦圭反
C	馬鄭王肅徐吕忱並音圭序卦云乖也雜卦云外也説文云目不相視也艮宫四世卦
E	而上_
F	時掌反
C	下上行同
E	同行_
C	如字王肅
F	遐孟反
E	説而
C	音悦
E	喪_馬
F	息浪反
C	注同
E	自復
C	音服注同
E	必顯
C	一本作必類下相顯亦然
E	可援_
F	于眷反
C	下得援同又音袁
E	以辟
C	音避
E	于巷_
F	戸絳反
C	説文云里中道也廣雅云居也字書作衖
E	曳
F	以制反
E	掣
F	昌逝反
C	鄭作㸷云牛角皆踊曰㸷徐
F	市制反
C	説文作觢
F	之世反
C	云角一俯一仰子夏作契傳云一角仰也荀作觭劉本從説文解依鄭
E	其人天
C	天剠也馬云剠鑿其額曰天
E	劓
C	魚器反
C	截鼻也王肅作臲臲
F	魚一反
E	相比_
F	毗志反
C	下同
E	元夫
C	如字
E	噬
F	市制反
E	之弧
C	音胡弓也
E	後説_
F	吐活反
C	注同一音始鋭反
E	之弧
C	本亦作壺京馬鄭王肅翟子（玄）作壺
E	媾
F	古豆反
E	恢
F	苦回反
C	大也
E	詭
F	久委反
C	異也戾也
E	譎
F	古穴反
C	本亦作決詐也乖也
E	吁_可
F	況于反
E	四剠_
F	其京反
C	説文或作黥字
E	gua蹇_
F	紀免反
C	彖及序卦皆云難也王肅徐
F	紀偃反
C	兊宫四世卦
E	以難_
F	乃旦反
C	卦内及解卦皆同
E	難解
C	音蟹上六注同
E	未否_
F	備鄙反
E	知矣
C	音智初六注同
E	得中_
C	如字鄭云和也又
F	張仲反
C	王肅云中適也解卦彖同
E	正邦
C	荀陸本作正國為漢朝諱
E	宜待也
C	張本作宜時也鄭本宜待時也
E	逺_害
F	袁万反
E	内喜_
C	如字徐
F	許意反
C	猶好也
E	來連_
F	力善反
C	馬云亦難也鄭如字遲久之意
E	之長_
F	直良反
E	長_難
F	丁丈反
E	gua解
C	音蟹序卦云緩也震宫二世卦
E	解之為義
C	音蟹下以解來復同
E	濟厄
C	厄或作危
E	彖曰解
C	音蟹自此盡初六注皆同
E	坼
F	勑宅反
C	説文云裂也廣雅云分也馬陸作宅云根也
E	否_結
F	備鄙反
E	者亨_
F	許庚反
E	宥罪
C	音又京作尤
E	磐_結
F	歩丹反
E	或有遇
C	遇或作過
E	咎非其理也
C	一本無此八字
E	所任_
F	而鴆反
E	斯解_
F	佳買反
E	之稱_
F	尺證反
E	失枉_
F	紆往反
E	且乘_
C	如字王肅
F	繩證反
E	柔邪_
F	似嗟反
E	自我致戎
C	本又作致冦
E	解_而
F	佳買反
C	注同
E	拇
F	茂后反
C	陸云足大指王肅云手大指荀作母
E	而比_
F	毗志反
E	維有解
C	音蟹注有解及象并下注為解之極同
E	解_難
F	佳買反
E	用射_
F	食亦反
C	下注同
E	隼
F	荀尹反
C	毛詩草木鳥獸疏云鷂
E	髙墉
C	音容馬云城也
E	將解_
F	佳買反
E	荒悖_
F	布内反
C	象同
E	解
F	佳買反
E	gua損_
F	孫本反
C	虧減之義也又訓失序卦云緩必有所失是也艮宫三世卦
E	曷
F	何葛反
E	二簋
C	蜀才作軌
E	用享_
F	香兩反
C	下同蜀才
F	許庚反
E	上_行
F	時掌反
C	凡上行皆同
E	隂說
C	音悦
E	非長_
F	丁丈反
C	下徳長遂長同
E	爲邪_
F	似嗟反
E	能拯
C	拯救之拯
E	大難_
F	乃旦反
E	二簋應
F	師如字舊應對之應
E	偕行
C	音皆
E	其分_
F	扶問反
E	徴
F	直升反
C	止也鄭云猶清也劉作懲云清也蜀才作澄
E	忿
F	芳粉反
E	窒
F	珍栗反
C	徐
F	得悉反
C	鄭劉作懫懫止也孟作恎陸作脊
E	欲
C	如字孟作浴
E	己事
C	音以本亦作以虞作祀
E	遄
F	市専反
C	速也荀作顓
E	復_自
F	扶又反
C	九二注同
E	以上_
F	時掌反
E	化淳_
F	尚春反
E	以離_
F	力智反
E	知者
C	音智
E	以盡_
F	津忍反
E	上祐
C	音又本亦作佑
E	不制
C	一本作下制
E	遂長_
F	丁丈反
E	尚夫
C	音符
E	gua益
C	増長之名又以（弘）裕為義繫辭云益長裕而不設是也巽宫三世卦
E	民說
C	音恱
E	无疆_
F	居良反
C	下同
E	下_下
C	上
F	遐嫁反
C	下如字注同
E	渉難_
F	乃旦反
C	下同
E	天施_
F	始䜴反
E	之處_
F	昌預反
C	下其處同
E	用享_
F	香兩反
C	注同王廙
F	許庚反
E	用圭
C	王肅作用桓圭
E	不爲
F	于偽反
E	不處
C	本或作不届
E	用費_
F	芳貴反
E	盡_物
F	津忍反
E	無厭_
F	於鹽反
E	和
F	胡臥反
E	惡_盈
F	鳥路反
E	偏辭
C	音篇孟作徧云周匝也
S	周易下經夬傳第五
E	gua夬_
F	古快反
C	決也坤宫五世卦
E	剛幾
C	音祈
E	坦_然
F	他但反
E	夬決
C	徐
F	古穴反
E	而說
C	音恱注皆同
E	齊長_
F	丁丈反
C	除上六象並同
E	則邪_
F	似嗟反
C	下同
E	斷_制
F	丁亂反
C	注同
E	澤上_
F	時掌反
C	注同
E	以施_
F	始䜴反
C	注同
E	壯_于
F	側亮反
E	前趾
C	荀作止
E	惕
F	勑厯反
C	荀翟作錫云賜也
E	號
F	戸羔反
C	注及下同鄭王廙音号
E	莫夜
C	音暮注同鄭如字云無也無夜非一夜
E	號呼_
F	火故反
E	頄
F	求龜反
C	顴也又音求又
F	丘倫反
C	翟云面顴頰間骨也鄭作頯頯夾面也王肅音龜江氏音
F	琴威反
C	蜀才作仇
E	若濡_
F	而朱反
E	有愠_
F	紆運反
C	恨也舊
F	於問反
E	面權
C	如字字書作顴
E	棄_夫
C	本亦作去
F	羌呂反
E	情累_
F	劣偽反
E	臀
C	徐
F	徒敦反
E	次
C	本亦作趑或作（次）說文及鄭作趀同
F	七私反
C	注下同馬云卻行不前也說文倉卒也下卦放此
E	且
C	本亦作趄或作跙同
F	七餘反
C	注及下同馬云語助也王肅云趑趄行止之礙也下卦放此
E	牽_羊
F	苦年反
C	子夏作掔
E	牴
F	丁禮反
C	本又作抵音同或作羝
F	丁啼反
E	很
F	胡懇反
E	莧
F	閑辯反
C	三家音
F	胡練反
C	一本作莞
F	華板反
E	陸
C	如字馬鄭云莧陸商陸也宋衷云莧莧菜也陸商陸也虞云莧蕢也陸商也蜀才作睦睦親也通也
E	柔脆_
F	七歳反
E	至易_
F	以豉反
E	最比_
F	毗志反
E	號咷_
F	徒刀反
E	gua姤_
F	古豆反
C	薛云古文作遘鄭同序卦及彖皆云遇也乾宫一世卦
E	用娶_
F	七喻反
C	本亦作取音同注及下同
E	正乃
C	如字正亦作匹
E	誥_四方
C	李
F	古報反
C	鄭作詰_
CF	起一反
C	止也王肅同
E	柅
C	徐
F	乃履反
C	又
F	女紀反
C	廣雅云止也説文作檷云絡絲趺也讀若昵字林音
F	乃米反
C	王肅作抳從手子夏作鑈蜀才作尼止也
E	羸_豕
F	劣隨反
C	王肅同鄭
F	力追反
C	陸讀為累
E	蹢
F	直㦸反
C	徐
F	治益反
C	一本作躑古文作（？）
